"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","34.23.207.74","192.168.78.36","TCP","54","7500  >  63361 [ACK] Seq=1 Ack=1 Win=260 Len=0"
"2","0.379729","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","2404:6800:4009:81a::2005","TCP","75","63433  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=1 [TCP segment of a reassembled PDU]"
"3","0.633238","2404:6800:4009:81a::2005","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","TCP","86","443  >  63433 [ACK] Seq=1 Ack=2 Win=3289 Len=0 SLE=1 SRE=2"
"4","1.139810","192.168.78.36","138.199.14.85","TCP","55","63299  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"5","1.146102","138.199.14.85","192.168.78.36","TCP","54","443  >  63299 [ACK] Seq=0 Ack=2 Win=501 Len=0"
"6","1.146217","192.168.78.36","138.199.14.85","TCP","54","[TCP Dup ACK 4#1] [TCP ACKed unseen segment] 63299  >  443 [ACK] Seq=2 Ack=1 Win=514 Len=0"
"7","1.324619","138.199.14.85","192.168.78.36","TCP","66","[TCP Previous segment not captured] 443  >  63299 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"8","2.528227","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","2404:6800:4007:803::200e","TCP","1372","63432  >  443 [ACK] Seq=1 Ack=1 Win=8193 Len=1298 [TCP segment of a reassembled PDU]"
"9","2.528227","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","2404:6800:4007:803::200e","TCP","1372","63432  >  443 [ACK] Seq=1299 Ack=1 Win=8193 Len=1298 [TCP segment of a reassembled PDU]"
"10","2.528227","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","2404:6800:4007:803::200e","TLSv1.2","623","Application Data, Application Data"
"11","2.535474","2404:6800:4007:825::200a","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","TLSv1.2","238","Application Data"
"12","2.535474","2404:6800:4007:825::200a","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","TCP","238","[TCP Retransmission] 443  >  63985 [PSH, ACK] Seq=1 Ack=1 Win=426 Len=164"
"13","2.535730","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","2404:6800:4007:825::200a","TCP","86","63985  >  443 [ACK] Seq=1 Ack=165 Win=508 Len=0 SLE=1 SRE=165"
"14","2.553047","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","2404:6800:4007:825::200a","TLSv1.2","144","Application Data, Application Data"
"15","2.562965","2404:6800:4007:803::200e","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","TCP","74","443  >  63432 [ACK] Seq=1 Ack=1299 Win=3244 Len=0"
"16","2.562965","2404:6800:4007:803::200e","2401:4900:6190:48c0:fccd:3e66:6c4:ada7","TCP","74","443  >  63432 [ACK] Seq=1 Ack=2597 Win=3255 Len=0"
